gene_id,CHOY-16-01,CHOY-16-04,CHOY-16-05,CHOY-16-08,CHOY-16-11,CHOY-16-12,CHOY-16-R-01,CHOY-16-R-03,CHOY-16-R-04,CHOY-16-R-05,CHOY-16-R-2
ENSAMXG00000000378,12,13,0,21,10,16,10,2,0,0,0
ENSAMXG00000000379,1292,846,1092,1002,1328,1130,1133,1089,1073,1596,1286
ENSAMXG00000000380,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000381,0,0,11,21,17,0,6,0,0,0,0
ENSAMXG00000000382,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000383,12,11,14,30,8,7,8,12,19,22,0
ENSAMXG00000000384,98,75,40,141,21,96,58,40,29,45,33
ENSAMXG00000000385,230,66,49,127,95,53,91,74,34,80,63
ENSAMXG00000000386,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000387,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000388,35,0,17,65,28,20,17,23,0,15,0
ENSAMXG00000000389,8,2,4,0,6,0,4,1,4,0,6
ENSAMXG00000000390,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000391,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000392,3029,999,1102,1018,903,1437,2905,866,1183,1963,1475
ENSAMXG00000000393,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000394,171,145,58,141,33,134,352,101,76,262,168
ENSAMXG00000000395,0,0,0,7,0,0,0,0,0,0,0
ENSAMXG00000000396,2316,1474,1096,1958,944,1607,1827,1038,727,1067,1310
ENSAMXG00000000397,115,115,50,135,49,121,112,65,37,62,81
ENSAMXG00000000398,0,0,4,9,0,0,0,0,0,0,0
ENSAMXG00000000399,418,510,386,159,308,581,341,181,206,647,231
ENSAMXG00000000400,79,46,52,82,66,128,66,62,45,55,77
ENSAMXG00000000401,166,189,208,135,148,214,168,111,59,80,95
ENSAMXG00000000402,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000403,19,10,5,36,22,40,0,0,0,0,0
ENSAMXG00000000404,257,82,117,348,113,64,305,165,73,91,138
ENSAMXG00000000405,685,397,453,993,618,625,653,602,554,951,604
ENSAMXG00000000406,1061,1007,761,1213,754,874,842,639,380,636,560
ENSAMXG00000000407,79,53,47,54,41,66,84,48,69,105,85
ENSAMXG00000000408,80,30,27,110,41,27,123,71,58,113,93
ENSAMXG00000000409,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000410,0,6,0,0,0,0,0,0,0,0,0
ENSAMXG00000000411,1561,1090,1764,1811,1408,1006,932,1421,709,827,891
ENSAMXG00000000412,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000413,85,36,48,134,35,43,124,57,46,85,37
ENSAMXG00000000414,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000415,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000416,2488,2472,3709,3131,4259,3863,2068,3644,2182,1452,1950
ENSAMXG00000000417,5154,5254,4627,5067,6852,6896,6237,6441,6173,6232,6714
ENSAMXG00000000418,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000419,0,22,9,22,0,0,0,0,0,0,0
ENSAMXG00000000420,0,25,4,22,22,5,0,5,6,8,6
ENSAMXG00000000421,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000422,80,103,122,126,101,209,116,98,107,138,77
ENSAMXG00000000423,6,0,4,13,7,14,0,6,0,14,4
ENSAMXG00000000424,499,104,151,146,53,53,220,26,28,23,91
ENSAMXG00000000425,99,31,54,191,108,24,36,332,26,47,14
ENSAMXG00000000426,858,664,520,561,714,594,985,1102,1044,2560,943
ENSAMXG00000000427,0,0,7,26,0,9,26,9,0,0,16
ENSAMXG00000000428,22,55,59,86,39,47,50,53,11,40,62
ENSAMXG00000000429,9649,5090,6809,5324,6375,8246,9027,4740,4031,4780,7922
ENSAMXG00000000430,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000431,97,65,69,88,55,108,61,81,58,85,21
ENSAMXG00000000432,76,63,65,60,55,59,44,39,43,45,47
ENSAMXG00000000433,325,206,172,755,245,208,687,803,341,826,458
ENSAMXG00000000434,0,0,0,20,0,31,6,13,0,13,9
ENSAMXG00000000435,0,0,0,37,0,14,0,0,0,0,0
ENSAMXG00000000436,343,128,196,149,209,256,303,253,173,203,258
ENSAMXG00000000437,204,104,122,426,112,145,323,277,177,184,198
ENSAMXG00000000438,1169,866,748,993,752,1177,1016,722,501,813,699
ENSAMXG00000000439,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000440,234,58,70,139,55,98,188,129,40,79,70
ENSAMXG00000000441,3242,1426,2084,5880,1847,1463,2021,1137,762,1070,1787
ENSAMXG00000000442,2,0,0,6,2,0,2,0,0,0,0
ENSAMXG00000000443,521,220,278,417,185,310,538,373,224,315,408
ENSAMXG00000000444,2257,1511,1235,1851,1098,2182,2385,1348,1016,1385,1550
ENSAMXG00000000445,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000446,269,148,151,154,212,296,504,169,170,461,307
ENSAMXG00000000447,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000448,155,90,61,72,57,81,92,52,54,88,146
ENSAMXG00000000449,0,11,0,0,0,0,0,0,0,0,0
ENSAMXG00000000450,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000451,9,8,0,30,19,0,13,0,0,6,18
ENSAMXG00000000452,271,212,135,348,141,198,281,218,120,215,222
ENSAMXG00000000453,560,283,360,338,303,435,194,142,83,114,99
ENSAMXG00000000454,983,391,534,343,410,457,432,247,182,266,240
ENSAMXG00000000455,37,0,0,7,2,17,11,0,0,0,0
ENSAMXG00000000456,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000457,9,0,0,18,0,13,14,24,7,0,4
ENSAMXG00000000458,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000459,152,85,74,217,60,232,100,90,80,132,91
ENSAMXG00000000460,1057,738,691,1093,793,874,578,478,308,376,459
ENSAMXG00000000461,0,7,4,44,0,0,0,0,0,0,4
ENSAMXG00000000462,782,449,464,785,375,700,623,587,373,561,576
ENSAMXG00000000463,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000464,183,161,159,117,133,144,182,128,88,163,204
ENSAMXG00000000465,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000466,0,0,0,0,12,11,0,0,0,0,0
ENSAMXG00000000467,0,0,0,0,0,11,0,0,0,0,0
ENSAMXG00000000468,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000469,24,30,0,21,27,10,7,0,11,0,0
ENSAMXG00000000470,261,264,150,304,206,321,292,134,126,218,228
ENSAMXG00000000471,314,233,170,238,124,192,205,152,122,143,216
ENSAMXG00000000472,0,1,0,5,0,2,0,0,0,0,0
ENSAMXG00000000473,0,5,0,10,0,0,11,0,0,12,12
ENSAMXG00000000474,237,212,156,301,184,162,217,138,152,132,134
ENSAMXG00000000475,0,0,0,11,0,0,0,0,0,0,17
ENSAMXG00000000476,141,59,57,219,108,116,66,11,21,35,27
ENSAMXG00000000477,17,0,0,0,0,0,5,4,0,6,0
ENSAMXG00000000478,23,12,0,17,9,17,11,0,0,15,0
ENSAMXG00000000479,16,27,12,46,4,17,0,26,0,12,23
ENSAMXG00000000480,0,14,13,14,15,17,0,0,0,0,0
ENSAMXG00000000481,57,17,32,22,71,60,18,35,16,20,39
ENSAMXG00000000482,9,7,4,19,4,0,0,0,0,0,0
ENSAMXG00000000483,62,94,102,127,65,75,46,42,20,45,42
ENSAMXG00000000484,0,0,0,5,0,0,0,7,0,0,0
ENSAMXG00000000485,28,42,10,41,26,32,13,7,4,0,4
ENSAMXG00000000486,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000487,99,40,35,73,17,71,55,14,21,51,26
ENSAMXG00000000488,6921,2659,3129,3146,3045,3449,5331,1514,1464,2088,2190
ENSAMXG00000000489,30,35,32,10,13,15,27,26,17,30,12
ENSAMXG00000000490,17,12,17,54,0,22,0,11,0,0,4
ENSAMXG00000000491,0,0,0,10,0,0,0,0,0,0,0
ENSAMXG00000000492,322,128,137,414,215,81,255,242,151,190,214
ENSAMXG00000000493,54,43,17,43,27,40,41,6,21,53,29
ENSAMXG00000000494,158,170,97,153,136,140,138,168,107,126,179
ENSAMXG00000000495,290,129,149,425,130,113,416,364,168,247,236
ENSAMXG00000000496,28,31,13,32,21,59,78,14,9,41,0
ENSAMXG00000000497,2,0,13,27,0,3,0,0,0,2,0
ENSAMXG00000000498,0,9,0,34,7,19,0,0,0,0,0
ENSAMXG00000000499,14,23,21,30,33,36,22,73,19,20,17
ENSAMXG00000000500,11,0,11,10,10,20,0,0,0,0,6
ENSAMXG00000000501,83,45,55,17,34,49,30,23,19,16,20
ENSAMXG00000000502,40,66,29,52,24,40,0,31,12,21,13
ENSAMXG00000000503,66,83,64,260,156,53,143,163,84,183,128
ENSAMXG00000000504,0,0,0,0,0,0,0,0,47,0,47
ENSAMXG00000000505,227,208,68,60,121,157,90,90,37,79,65
ENSAMXG00000000506,17,25,17,26,17,31,81,60,36,55,27
ENSAMXG00000000507,0,13,7,34,0,0,0,0,0,7,0
ENSAMXG00000000508,3025,1512,2817,2040,3212,2572,2943,3175,1941,3021,2562
ENSAMXG00000000509,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000510,62,32,19,21,19,37,39,14,0,30,18
ENSAMXG00000000511,116,43,127,291,50,81,193,70,38,145,47
ENSAMXG00000000512,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000513,605,270,197,451,207,260,308,218,21,300,302
ENSAMXG00000000514,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000515,113,135,60,173,52,76,129,262,123,159,97
ENSAMXG00000000516,0,0,5,0,4,0,11,0,11,0,0
ENSAMXG00000000517,19,0,0,0,0,0,0,8,0,0,0
ENSAMXG00000000518,204,98,118,203,120,128,177,123,123,118,155
ENSAMXG00000000519,0,20,0,0,0,22,0,0,0,0,0
ENSAMXG00000000520,0,11,0,27,0,7,6,0,0,7,0
ENSAMXG00000000521,234,193,188,425,215,142,152,124,59,167,87
ENSAMXG00000000522,0,0,0,12,0,12,10,9,7,15,11
ENSAMXG00000000523,7,0,7,15,20,0,0,30,13,14,7
ENSAMXG00000000524,86,17,59,85,63,17,163,74,46,63,44
ENSAMXG00000000525,15,15,58,37,27,40,13,41,15,3,13
ENSAMXG00000000526,152,57,59,67,49,48,73,35,22,70,95
ENSAMXG00000000527,28,12,12,97,30,61,23,43,30,45,52
ENSAMXG00000000528,410,243,295,372,285,239,434,354,262,406,305
ENSAMXG00000000529,14,26,24,10,0,21,25,10,0,0,9
ENSAMXG00000000530,1776,1194,1783,1910,1972,1442,1256,2536,1856,1930,1182
ENSAMXG00000000531,408,621,348,476,348,333,405,310,266,313,244
ENSAMXG00000000532,769,685,708,616,523,940,618,440,432,353,512
ENSAMXG00000000533,16,15,16,11,0,21,7,0,18,0,9
ENSAMXG00000000534,99,41,49,47,40,94,41,56,47,54,50
ENSAMXG00000000535,545,417,313,239,408,342,493,132,59,324,266
ENSAMXG00000000536,26,0,6,53,8,6,5,11,4,0,0
ENSAMXG00000000537,229,127,108,168,176,189,165,142,133,158,171
ENSAMXG00000000538,59,79,99,78,71,41,36,81,20,21,27
ENSAMXG00000000539,31,26,14,15,22,0,16,0,0,12,20
ENSAMXG00000000540,0,0,14,27,0,0,7,0,0,0,0
ENSAMXG00000000541,133,39,30,30,51,21,148,40,21,61,123
ENSAMXG00000000542,1548,1357,1670,3101,1768,1189,1641,1799,1279,1668,1792
ENSAMXG00000000543,0,3,0,0,0,0,0,0,0,0,0
ENSAMXG00000000544,14,11,0,3,7,19,73,18,5,37,42
ENSAMXG00000000545,849,406,481,507,584,791,482,405,367,627,489
ENSAMXG00000000546,204,209,182,433,210,215,85,218,93,108,83
ENSAMXG00000000547,15,0,6,30,7,4,17,2,6,0,0
ENSAMXG00000000548,12,15,9,16,14,0,7,0,0,0,4
ENSAMXG00000000549,0,0,9,23,0,17,0,0,0,0,0
ENSAMXG00000000550,141,121,85,162,85,203,125,104,123,158,122
ENSAMXG00000000551,236,155,143,109,86,84,102,72,42,72,83
ENSAMXG00000000552,31,0,0,16,0,11,9,19,0,0,8
ENSAMXG00000000553,190,179,189,362,235,243,217,391,247,246,252
ENSAMXG00000000554,114,82,89,262,103,48,102,180,96,111,85
ENSAMXG00000000555,75,55,61,56,68,50,46,74,37,54,40
ENSAMXG00000000556,0,0,0,5,0,0,0,0,0,0,0
ENSAMXG00000000557,59,10,16,35,22,10,87,54,22,60,47
ENSAMXG00000000558,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000559,21,0,0,0,7,0,0,7,0,0,0
ENSAMXG00000000560,430,293,189,490,240,270,299,343,197,285,239
ENSAMXG00000000561,173,105,69,233,114,149,188,119,79,131,131
ENSAMXG00000000562,0,0,0,20,10,10,0,7,0,4,0
ENSAMXG00000000563,0,14,11,20,0,27,0,0,0,8,13
ENSAMXG00000000564,34,42,22,44,44,12,47,25,14,27,15
ENSAMXG00000000565,1711,1156,1176,1986,1242,1349,651,892,461,607,687
ENSAMXG00000000566,31,32,13,54,28,26,35,36,11,12,42
ENSAMXG00000000567,604,252,237,327,237,470,331,310,249,341,343
ENSAMXG00000000568,100,105,56,148,99,158,358,106,153,309,360
ENSAMXG00000000569,2112,1596,3396,3158,3074,2953,1173,2150,2375,2270,2155
ENSAMXG00000000570,26,12,10,29,12,13,28,18,29,39,20
ENSAMXG00000000571,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000572,17,7,8,14,0,0,7,0,0,0,14
ENSAMXG00000000573,352,226,185,467,136,139,303,158,73,133,127
ENSAMXG00000000574,0,0,0,9,0,0,0,0,0,0,0
ENSAMXG00000000575,349,117,374,220,182,185,272,189,127,152,542
ENSAMXG00000000576,24,34,4,29,7,8,18,10,0,15,3
ENSAMXG00000000577,37,7,43,101,25,28,57,91,41,61,71
ENSAMXG00000000578,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000579,664,602,379,578,442,579,1129,533,530,1006,596
ENSAMXG00000000580,455,64,64,16,88,106,131,119,0,4,260
ENSAMXG00000000581,235,209,139,423,151,170,207,164,95,225,209
ENSAMXG00000000582,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000583,762,206,251,330,215,297,382,323,169,354,313
ENSAMXG00000000584,267,212,150,190,189,345,229,124,97,198,179
ENSAMXG00000000585,47,22,30,50,100,81,96,0,87,0,48
ENSAMXG00000000586,111,103,96,112,75,43,98,118,50,97,61
ENSAMXG00000000587,2811,1672,1660,2377,1656,1357,1565,2421,1201,1441,1566
ENSAMXG00000000588,278,243,223,696,197,186,145,93,52,155,100
ENSAMXG00000000589,403,283,415,344,315,434,321,315,145,223,272
ENSAMXG00000000590,73,30,25,80,36,48,28,54,41,49,51
ENSAMXG00000000591,52,77,66,169,59,19,10,18,17,31,27
ENSAMXG00000000592,54,49,11,33,29,28,65,7,7,13,49
ENSAMXG00000000593,176,190,178,143,282,305,332,111,176,237,220
ENSAMXG00000000594,87,113,78,190,67,137,43,44,11,20,34
ENSAMXG00000000595,0,0,0,5,0,0,0,0,0,0,0
ENSAMXG00000000596,127,71,45,65,70,61,52,17,56,61,50
ENSAMXG00000000597,5663,3889,3817,3948,3065,6130,4538,4754,3233,4939,4295
ENSAMXG00000000598,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000599,1494,939,1275,1329,1522,1403,1330,1583,922,1436,1419
ENSAMXG00000000600,807,568,565,894,771,728,535,722,487,488,621
ENSAMXG00000000601,191,168,120,151,236,183,158,125,106,168,138
ENSAMXG00000000602,601,550,499,483,581,722,567,588,474,934,627
ENSAMXG00000000603,98,29,91,113,57,17,13,37,29,34,68
ENSAMXG00000000604,1181,517,820,634,706,782,567,490,367,444,428
ENSAMXG00000000605,0,9,0,4,0,8,0,0,0,12,16
ENSAMXG00000000606,0,14,17,8,5,13,12,12,0,0,0
ENSAMXG00000000607,135,181,86,108,96,242,115,61,38,66,34
ENSAMXG00000000608,69,24,27,7,11,19,31,0,11,18,0
ENSAMXG00000000609,0,0,0,4,0,0,0,0,0,0,0
ENSAMXG00000000610,154,60,76,59,79,104,91,71,34,99,77
ENSAMXG00000000611,209,105,263,251,273,227,142,240,157,168,172
ENSAMXG00000000612,0,31,14,38,16,16,0,27,0,0,12
ENSAMXG00000000613,26,0,16,10,9,24,0,7,12,5,6
ENSAMXG00000000614,114,124,116,130,107,69,120,92,99,131,146
ENSAMXG00000000615,1185,803,831,1043,894,864,1079,655,768,900,1137
ENSAMXG00000000616,152,114,119,106,117,66,67,102,46,104,81
ENSAMXG00000000617,17,0,0,21,16,27,17,15,20,0,9
ENSAMXG00000000618,85,53,59,32,33,27,26,20,9,45,31
ENSAMXG00000000619,24,0,0,0,0,0,32,37,16,6,17
ENSAMXG00000000620,27,0,0,12,0,0,0,0,0,0,5
ENSAMXG00000000621,76,66,76,60,73,59,89,84,73,42,47
ENSAMXG00000000622,501,395,437,370,603,493,381,471,550,548,656
ENSAMXG00000000623,0,0,3,0,0,0,4,0,0,0,0
ENSAMXG00000000624,27,7,28,20,14,0,19,9,19,11,0
ENSAMXG00000000625,2173,1180,1109,2726,1392,1137,1881,2838,1461,1810,1850
ENSAMXG00000000626,1206,806,795,1369,673,1089,596,963,413,668,597
ENSAMXG00000000627,212,215,129,242,115,272,236,107,95,92,104
ENSAMXG00000000628,2003,1796,1128,1790,1430,1766,2893,1386,1009,1633,1711
ENSAMXG00000000629,10,19,0,12,0,0,20,15,0,0,9
ENSAMXG00000000630,10,20,0,10,4,9,16,6,5,9,0
ENSAMXG00000000631,3327,1779,1699,2521,1663,1973,761,1693,881,902,754
ENSAMXG00000000632,821,416,223,290,317,758,583,210,159,392,368
ENSAMXG00000000633,2101,1338,1267,1753,1186,1737,1515,2421,1641,1818,1479
ENSAMXG00000000634,1843,792,1010,950,836,1024,1178,1344,707,1132,905
ENSAMXG00000000635,0,0,0,19,11,11,0,0,0,7,0
ENSAMXG00000000636,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000637,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000638,37,7,26,54,14,24,11,11,0,0,0
ENSAMXG00000000639,7,14,6,24,0,17,9,22,7,0,0
ENSAMXG00000000640,30,43,40,28,38,27,51,17,14,7,9
ENSAMXG00000000641,203,43,82,180,50,55,239,232,180,222,155
ENSAMXG00000000642,39,20,33,33,15,23,46,29,27,38,27
ENSAMXG00000000643,311,179,147,114,132,233,143,102,62,60,129
ENSAMXG00000000644,120,47,28,142,55,51,93,158,113,170,87
ENSAMXG00000000645,305,184,213,367,202,326,352,382,224,316,316
ENSAMXG00000000646,197,57,48,48,84,109,131,36,24,62,122
ENSAMXG00000000647,78,84,103,138,46,100,14,27,31,33,11
ENSAMXG00000000648,53,0,0,0,0,17,0,0,0,0,0
ENSAMXG00000000649,360,216,349,212,311,407,432,418,399,558,522
ENSAMXG00000000650,166,21,81,27,133,85,219,146,16,24,114
ENSAMXG00000000651,0,0,0,0,0,0,0,0,0,2,0
ENSAMXG00000000652,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000653,0,0,0,6,0,0,0,0,0,0,0
ENSAMXG00000000654,451,171,211,201,242,232,148,123,77,156,152
ENSAMXG00000000655,25,17,15,16,10,14,0,0,0,0,0
ENSAMXG00000000656,1238,804,945,697,867,1297,744,517,400,509,409
ENSAMXG00000000657,308,399,105,542,124,270,645,267,88,260,474
ENSAMXG00000000658,30,23,9,46,20,36,22,12,15,37,26
ENSAMXG00000000659,33,36,20,51,30,25,43,28,19,23,15
ENSAMXG00000000660,464,493,229,323,158,434,238,120,69,202,228
ENSAMXG00000000661,716,520,680,416,577,953,1058,537,705,602,727
ENSAMXG00000000662,0,0,5,7,0,0,0,0,0,0,0
ENSAMXG00000000663,839,403,541,466,504,806,520,325,255,342,441
ENSAMXG00000000664,13,20,0,40,14,24,17,13,7,7,21
ENSAMXG00000000665,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000666,0,0,0,47,35,0,0,0,16,0,0
ENSAMXG00000000667,44,22,24,144,19,64,24,11,7,6,13
ENSAMXG00000000668,20,72,19,59,49,34,89,75,40,65,82
ENSAMXG00000000669,372,280,322,562,300,200,338,478,248,330,334
ENSAMXG00000000670,33,48,20,23,23,31,0,0,0,0,0
ENSAMXG00000000671,4203,2000,2606,1777,2247,2939,2924,1846,1173,1544,2539
ENSAMXG00000000672,170347,118116,169736,173127,166279,147271,82197,124493,115910,109409,127023
ENSAMXG00000000673,138,114,81,242,50,90,167,119,69,103,115
ENSAMXG00000000674,1955,1492,1508,1818,2073,1819,1739,2103,1727,1889,1854
ENSAMXG00000000675,267,176,162,199,209,207,159,124,75,102,67
ENSAMXG00000000676,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000677,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000678,66,41,38,48,21,67,67,21,0,33,19
ENSAMXG00000000679,156,58,64,91,30,118,25,101,15,63,46
ENSAMXG00000000680,2775,2830,2615,7030,2596,2326,1378,3690,1355,1662,7234
ENSAMXG00000000681,2217,865,1053,1146,859,1000,1220,1242,736,990,854
ENSAMXG00000000682,52,71,88,71,65,71,43,41,21,23,0
ENSAMXG00000000683,163,99,106,449,130,163,134,133,123,112,143
ENSAMXG00000000684,346,233,180,398,220,243,486,402,202,508,417
ENSAMXG00000000685,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000686,0,0,6,0,0,0,0,0,0,0,0
ENSAMXG00000000687,0,10,4,26,0,0,0,0,0,0,0
ENSAMXG00000000688,32,95,3,32,2,57,131,11,50,52,84
ENSAMXG00000000689,0,4,0,17,7,0,0,0,0,0,0
ENSAMXG00000000690,85,0,34,0,0,0,0,21,0,14,0
ENSAMXG00000000691,0,7,0,5,0,0,0,0,0,0,0
ENSAMXG00000000692,42,37,39,88,26,34,101,59,38,51,139
ENSAMXG00000000693,238,130,33,99,66,216,139,37,67,117,103
ENSAMXG00000000694,81,51,51,16,35,40,58,53,28,38,48
ENSAMXG00000000695,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000696,30,25,21,28,0,0,20,23,10,0,16
ENSAMXG00000000697,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000698,176,204,162,124,200,171,135,167,106,94,134
ENSAMXG00000000699,64,67,22,45,20,29,70,86,34,43,46
ENSAMXG00000000700,82,49,27,77,22,29,79,39,49,32,23
ENSAMXG00000000701,156,70,116,46,51,114,199,51,84,91,144
ENSAMXG00000000702,768,271,295,664,354,403,437,469,212,319,367
ENSAMXG00000000703,51,34,11,66,18,56,50,93,58,48,59
ENSAMXG00000000704,7114,5309,6190,4089,4340,7058,5494,5138,3708,3087,5039
ENSAMXG00000000705,1821,1244,909,1398,793,1580,2342,1299,1144,2154,1615
ENSAMXG00000000706,108,33,47,140,19,34,49,59,34,39,39
ENSAMXG00000000707,27,21,29,88,11,38,0,19,0,6,7
ENSAMXG00000000708,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000709,111,157,97,246,91,115,138,113,79,107,81
ENSAMXG00000000710,4114,2799,4,17,3558,4746,12,4,5,9,13
ENSAMXG00000000711,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000712,7,0,0,0,0,0,17,0,0,0,0
ENSAMXG00000000713,182,257,158,234,174,307,140,152,104,163,139
ENSAMXG00000000714,96,43,58,142,30,25,98,156,69,77,99
ENSAMXG00000000715,123,115,115,194,67,78,33,27,15,25,17
ENSAMXG00000000716,65,70,65,79,96,66,51,16,18,29,17
ENSAMXG00000000717,7,0,0,0,3,0,0,0,0,0,0
ENSAMXG00000000718,31,22,9,71,13,20,7,6,4,26,4
ENSAMXG00000000719,0,0,0,63,0,3,4,63,4,0,0
ENSAMXG00000000720,90,83,41,105,125,77,17,49,20,52,24
ENSAMXG00000000721,46,64,70,55,32,57,73,74,17,63,66
ENSAMXG00000000722,195,168,97,208,121,204,102,50,33,96,79
ENSAMXG00000000723,198,145,117,448,158,156,207,386,172,305,229
ENSAMXG00000000724,264,148,181,169,148,237,142,136,182,135,141
ENSAMXG00000000725,64,11,9,9,11,0,0,14,0,0,0
ENSAMXG00000000726,121,89,93,176,139,50,57,74,82,76,129
ENSAMXG00000000727,193,105,105,155,162,91,101,129,60,84,70
ENSAMXG00000000728,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000729,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000730,54,7,19,14,16,10,0,14,0,19,0
ENSAMXG00000000731,54,38,80,106,63,99,108,248,64,133,103
ENSAMXG00000000732,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000733,158,134,136,150,125,159,89,161,136,106,49
ENSAMXG00000000734,59,117,86,122,38,92,41,43,20,15,23
ENSAMXG00000000735,0,3,0,0,0,0,0,0,0,0,0
ENSAMXG00000000736,641,300,396,635,342,376,513,452,252,428,433
ENSAMXG00000000737,674,442,513,260,297,483,528,350,323,395,661
ENSAMXG00000000738,1014,735,875,984,949,910,839,1012,702,734,736
ENSAMXG00000000739,67,42,21,34,22,39,110,10,14,39,45
ENSAMXG00000000740,3,0,0,0,4,5,0,0,0,0,0
ENSAMXG00000000741,1727,1498,1606,5142,4172,1446,1710,5386,3166,4467,3319
ENSAMXG00000000742,53,23,44,69,17,65,53,44,41,46,36
ENSAMXG00000000743,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000744,14,11,7,38,0,13,23,21,7,19,7
ENSAMXG00000000745,480,232,224,42,39,15,26,21,23,442,46
ENSAMXG00000000746,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000747,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000748,12,19,28,91,0,0,16,17,11,33,55
ENSAMXG00000000749,20,47,35,22,44,0,0,14,14,0,16
ENSAMXG00000000750,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000751,692,422,266,333,544,460,479,334,253,501,350
ENSAMXG00000000752,0,0,0,5,0,0,0,0,0,0,0
ENSAMXG00000000753,0,0,0,2,0,0,0,0,0,0,0
ENSAMXG00000000754,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000755,647,642,575,695,612,721,655,640,278,398,308
ENSAMXG00000000756,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000757,0,0,0,11,0,0,0,0,0,0,0
ENSAMXG00000000758,99,54,54,38,40,83,95,116,65,84,62
ENSAMXG00000000759,43,25,30,74,18,26,44,8,4,15,19
ENSAMXG00000000760,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000761,157,193,79,84,72,186,127,92,143,270,146
ENSAMXG00000000762,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000763,25,80,41,115,41,78,134,56,105,127,101
ENSAMXG00000000764,91,97,26,111,82,95,40,82,67,78,69
ENSAMXG00000000765,656,395,370,471,273,553,119,176,112,122,202
ENSAMXG00000000766,27749,24474,26704,35416,38900,22479,18552,22389,18809,20143,24838
ENSAMXG00000000767,112,221,97,205,112,180,96,62,13,74,56
ENSAMXG00000000768,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000769,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000000770,0,35,0,0,0,0,0,0,0,0,0
ENSAMXG00000000771,0,0,0,0,0,8,0,0,0,20,0
ENSAMXG00000000772,128,110,33,172,113,91,58,85,60,88,93
ENSAMXG00000000773,103,69,73,72,72,132,128,70,14,67,102
ENSAMXG00000000774,228,135,136,11,208,244,213,159,98,112,202
ENSAMXG00000000775,196,45,110,277,77,99,168,123,74,44,88
