gene_id,CHOY-16-01,CHOY-16-04,CHOY-16-05,CHOY-16-08,CHOY-16-11,CHOY-16-12,CHOY-16-R-01,CHOY-16-R-03,CHOY-16-R-04,CHOY-16-R-05,CHOY-16-R-2
ENSAMXG00000009039,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009040,14,0,0,10,0,7,0,0,0,0,0
ENSAMXG00000009041,13,0,0,6,0,7,0,0,0,0,0
ENSAMXG00000009042,0,0,0,0,0,0,0,29,0,0,0
ENSAMXG00000009043,734,385,375,339,312,467,399,432,271,547,425
ENSAMXG00000009044,0,0,34,32,49,0,0,0,30,45,18
ENSAMXG00000009045,47,57,28,41,25,43,44,21,14,29,15
ENSAMXG00000009046,0,13,19,0,14,0,0,0,0,11,7
ENSAMXG00000009047,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009048,51,95,62,70,50,81,90,85,51,73,82
ENSAMXG00000009049,82,46,22,141,51,31,68,63,18,55,39
ENSAMXG00000009050,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009051,0,0,0,0,0,4,0,0,0,0,0
ENSAMXG00000009052,122,64,75,142,70,109,137,165,110,131,101
ENSAMXG00000009053,24,0,11,0,19,0,0,0,0,0,0
ENSAMXG00000009054,16,0,0,0,19,0,0,7,0,0,0
ENSAMXG00000009055,90,154,98,75,103,169,139,74,66,118,90
ENSAMXG00000009056,123,78,53,98,54,121,72,84,71,79,72
ENSAMXG00000009057,426,80,112,124,109,79,139,215,42,64,117
ENSAMXG00000009058,80,31,35,7,121,57,91,42,12,27,81
ENSAMXG00000009059,17,0,0,27,8,6,11,0,7,6,0
ENSAMXG00000009060,880,478,444,1065,777,319,299,856,412,340,347
ENSAMXG00000009061,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009062,907,218,373,157,207,281,428,202,107,277,228
ENSAMXG00000009063,0,0,0,7,0,0,0,0,0,9,0
ENSAMXG00000009064,0,20,14,5,0,24,0,9,0,7,0
ENSAMXG00000009065,0,27,14,12,24,16,0,17,10,18,14
ENSAMXG00000009066,301,101,175,246,127,141,555,397,241,349,320
ENSAMXG00000009067,21,6,0,96,16,4,39,17,0,0,24
ENSAMXG00000009068,310,38,67,101,62,76,94,60,34,105,72
ENSAMXG00000009069,44,56,22,57,23,59,57,8,17,9,25
ENSAMXG00000009070,74,43,51,46,0,12,0,31,19,21,24
ENSAMXG00000009071,732,427,374,321,428,535,700,384,326,459,381
ENSAMXG00000009072,156,140,122,191,150,182,148,114,141,103,145
ENSAMXG00000009073,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009074,0,12,0,42,0,7,0,0,0,0,9
ENSAMXG00000009075,0,8,0,12,0,4,0,0,0,0,0
ENSAMXG00000009076,258249,257539,335526,342854,368890,283279,198843,319330,292870,302530,319203
ENSAMXG00000009077,4,0,0,11,0,14,0,0,7,0,0
ENSAMXG00000009078,1616,910,1175,906,918,1080,1184,1101,856,1865,1039
ENSAMXG00000009079,45,22,35,66,20,29,44,45,15,34,30
ENSAMXG00000009080,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009081,175,197,62,460,78,201,179,65,48,68,113
ENSAMXG00000009082,266,298,150,314,116,170,119,216,116,209,249
ENSAMXG00000009083,153,90,83,152,88,92,66,126,113,150,80
ENSAMXG00000009084,176,0,0,0,0,0,115,174,0,0,0
ENSAMXG00000009085,193,176,132,312,160,214,213,208,141,222,198
ENSAMXG00000009086,62,30,33,93,26,36,17,21,13,16,4
ENSAMXG00000009087,269,240,129,201,189,348,198,37,57,41,157
ENSAMXG00000009088,324,118,120,199,66,232,202,89,132,176,120
ENSAMXG00000009089,100,146,99,142,104,124,131,99,94,180,146
ENSAMXG00000009090,96,93,35,171,43,91,132,30,34,57,73
ENSAMXG00000009091,44,53,47,96,82,59,30,69,31,42,67
ENSAMXG00000009092,8,17,4,9,12,39,0,0,0,12,0
ENSAMXG00000009093,10,35,23,96,9,11,12,28,7,0,17
ENSAMXG00000009094,235,192,113,453,270,215,217,170,79,194,163
ENSAMXG00000009095,0,14,3,11,0,0,7,11,6,14,0
ENSAMXG00000009096,192,89,89,183,58,81,64,43,33,26,42
ENSAMXG00000009097,44,20,16,22,15,27,49,21,26,45,62
ENSAMXG00000009098,0,0,0,9,4,0,0,0,0,0,0
ENSAMXG00000009099,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009100,0,0,7,0,0,14,0,0,7,0,0
ENSAMXG00000009101,27,21,7,57,24,37,29,27,11,19,13
ENSAMXG00000009102,83,85,116,243,87,76,54,113,54,86,74
ENSAMXG00000009103,434,173,268,213,158,198,178,174,120,163,133
ENSAMXG00000009104,15,9,13,8,0,0,13,10,0,0,6
ENSAMXG00000009105,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009106,1356,810,305,687,402,413,809,76,193,20,801
ENSAMXG00000009107,4355,1409,3360,2691,1745,2464,3177,3084,1790,3010,1986
ENSAMXG00000009108,681,340,501,347,521,605,706,558,633,1162,600
ENSAMXG00000009109,0,0,0,0,6,0,0,0,7,0,0
ENSAMXG00000009110,82,0,14,24,0,17,24,7,0,14,44
ENSAMXG00000009111,1115,314,649,523,488,510,300,275,323,318,278
ENSAMXG00000009112,91,24,23,109,11,24,125,21,40,26,60
ENSAMXG00000009113,124,100,47,129,33,118,45,59,38,14,27
ENSAMXG00000009114,624,388,462,707,2038,525,1258,831,805,3411,1417
ENSAMXG00000009115,21,19,20,33,9,28,23,23,8,9,13
ENSAMXG00000009116,443,707,480,239,232,562,243,184,71,237,187
ENSAMXG00000009117,116,56,47,84,57,125,118,52,67,39,43
ENSAMXG00000009118,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009119,43,77,89,122,57,131,38,84,66,87,86
ENSAMXG00000009120,0,0,5,0,0,0,0,0,0,0,0
ENSAMXG00000009121,514,150,161,665,225,239,697,441,402,363,557
ENSAMXG00000009122,113,39,87,48,42,44,36,39,42,39,21
ENSAMXG00000009123,0,0,0,0,0,14,0,0,0,0,0
ENSAMXG00000009124,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009125,0,0,0,36,0,0,0,0,0,18,0
ENSAMXG00000009126,17,14,8,60,10,14,7,18,7,13,6
ENSAMXG00000009127,218,101,67,340,85,134,132,144,163,145,112
ENSAMXG00000009128,140,89,76,129,55,158,195,69,35,169,170
ENSAMXG00000009129,281,290,392,338,285,379,264,162,44,84,155
ENSAMXG00000009130,847,1044,1345,840,901,1633,845,959,672,986,747
ENSAMXG00000009131,357,197,412,294,282,188,183,256,124,161,133
ENSAMXG00000009132,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009133,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009134,272,141,104,79,90,161,315,78,36,236,244
ENSAMXG00000009135,950,542,459,579,428,744,720,672,425,791,583
ENSAMXG00000009136,0,19,18,11,0,0,7,14,0,11,17
ENSAMXG00000009137,67,89,30,46,37,71,7,14,0,37,13
ENSAMXG00000009138,0,10,0,0,12,0,0,0,0,0,0
ENSAMXG00000009139,72,22,20,47,23,54,16,34,27,41,39
ENSAMXG00000009140,319,398,171,928,681,445,269,525,464,522,340
ENSAMXG00000009141,618,411,421,678,417,496,1164,698,527,854,739
ENSAMXG00000009142,10,22,14,11,18,0,27,13,7,6,7
ENSAMXG00000009143,3431,1030,1958,1196,982,1308,1264,975,606,795,927
ENSAMXG00000009144,140,148,57,165,83,122,64,45,19,17,51
ENSAMXG00000009145,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009146,308,172,193,254,131,240,170,168,96,173,159
ENSAMXG00000009147,0,0,0,0,0,0,0,0,0,4,0
ENSAMXG00000009148,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009149,0,11,7,42,11,0,16,22,17,12,4
ENSAMXG00000009150,57,24,24,4,7,10,0,7,0,7,0
ENSAMXG00000009151,17,14,5,0,29,11,0,5,5,0,8
ENSAMXG00000009152,113,41,66,55,69,96,57,48,14,47,26
ENSAMXG00000009153,828,538,403,693,539,480,507,657,322,578,373
ENSAMXG00000009154,1447,855,937,932,1121,1143,1009,713,611,1067,949
ENSAMXG00000009155,0,0,22,0,0,0,0,0,0,0,157
ENSAMXG00000009156,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009157,314,167,290,158,206,163,150,180,0,0,24
ENSAMXG00000009158,10,29,7,11,23,8,18,20,13,9,8
ENSAMXG00000009159,0,0,0,6,0,0,0,0,0,0,0
ENSAMXG00000009160,14,57,38,82,46,56,46,36,26,0,31
ENSAMXG00000009161,0,7,10,28,11,0,0,0,0,0,0
ENSAMXG00000009162,21,7,3,11,3,11,1,3,0,10,3
ENSAMXG00000009163,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009164,2055,1688,1848,3118,2232,1350,1580,2108,1695,2771,1627
ENSAMXG00000009165,4,36,0,53,19,8,4,11,0,18,0
ENSAMXG00000009166,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009167,187,166,94,376,151,143,235,118,85,183,195
ENSAMXG00000009168,684,681,655,1952,743,587,343,648,470,671,371
ENSAMXG00000009169,0,0,0,0,0,0,0,40,0,0,0
ENSAMXG00000009170,120,266,185,452,200,209,121,190,137,194,118
ENSAMXG00000009171,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009172,206,75,77,408,92,19,234,171,143,201,183
ENSAMXG00000009173,0,0,0,8,0,0,0,0,0,0,0
ENSAMXG00000009174,1010,443,434,269,293,489,684,321,206,471,411
ENSAMXG00000009175,156,60,61,54,43,61,85,51,39,104,77
ENSAMXG00000009176,12,24,0,66,8,39,108,17,36,45,71
ENSAMXG00000009177,83,30,43,44,43,32,112,37,20,49,34
ENSAMXG00000009178,270,179,149,559,151,252,445,201,131,230,195
ENSAMXG00000009179,0,0,0,9,0,0,0,0,0,0,0
ENSAMXG00000009180,2219,1690,1542,2574,1502,1970,1539,1219,693,1104,985
ENSAMXG00000009181,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009182,289,246,198,194,285,300,468,253,296,537,339
ENSAMXG00000009183,156,117,64,158,77,116,132,121,86,124,100
ENSAMXG00000009184,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009185,243,139,123,252,140,167,282,209,145,245,129
ENSAMXG00000009186,0,0,11,0,0,7,0,0,0,0,6
ENSAMXG00000009187,427,149,241,583,284,169,382,490,199,344,311
ENSAMXG00000009188,267,244,318,690,94,402,452,176,92,94,376
ENSAMXG00000009189,245,113,179,174,138,176,562,303,142,596,289
ENSAMXG00000009190,199,75,106,237,88,113,237,222,157,210,231
ENSAMXG00000009191,266,225,174,293,300,267,423,276,282,511,376
ENSAMXG00000009192,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009193,51,29,26,117,33,4,125,116,81,63,85
ENSAMXG00000009194,359,115,119,214,126,244,181,121,88,94,94
ENSAMXG00000009195,128,65,121,78,90,45,49,97,47,139,75
ENSAMXG00000009196,89,25,30,82,52,61,70,57,47,41,31
ENSAMXG00000009197,150,93,123,286,102,161,176,140,62,148,146
ENSAMXG00000009198,427,231,185,201,209,286,252,160,160,281,207
ENSAMXG00000009199,1062,214,229,894,232,195,753,438,234,310,568
ENSAMXG00000009200,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009201,4,0,0,0,0,15,0,10,0,0,0
ENSAMXG00000009202,13,51,43,3,33,69,161,10,26,391,64
ENSAMXG00000009203,80,26,64,173,24,34,134,137,87,128,122
ENSAMXG00000009204,0,0,0,17,0,0,0,0,0,0,0
ENSAMXG00000009205,0,0,0,7,0,0,0,0,0,0,0
ENSAMXG00000009206,3,4,0,37,10,4,0,0,0,0,6
ENSAMXG00000009207,504,289,251,362,301,274,362,512,296,363,317
ENSAMXG00000009208,0,0,0,2,0,0,0,0,0,0,0
ENSAMXG00000009209,26,4,21,23,10,11,29,20,14,11,11
ENSAMXG00000009210,27,28,6,44,8,6,20,11,3,21,11
ENSAMXG00000009211,145,111,88,81,43,125,63,62,32,70,48
ENSAMXG00000009212,219,29,155,52,57,35,69,20,0,29,17
ENSAMXG00000009213,33,49,61,174,114,104,97,70,51,50,29
ENSAMXG00000009214,0,3,0,0,0,0,0,0,0,7,11
ENSAMXG00000009215,145,118,82,233,281,46,150,237,116,139,90
ENSAMXG00000009216,56,641,32,53,13,66,54,0,16,95,40
ENSAMXG00000009217,0,8,21,15,15,18,18,0,0,10,12
ENSAMXG00000009218,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009219,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009220,2639,1386,1692,1474,2071,1649,1424,1448,819,1227,1042
ENSAMXG00000009221,29,15,0,7,7,26,14,15,20,16,13
ENSAMXG00000009222,49,29,40,64,21,23,66,65,40,60,28
ENSAMXG00000009223,25,11,5,9,14,11,0,14,4,0,12
ENSAMXG00000009224,7,8,37,20,10,61,0,16,8,10,21
ENSAMXG00000009225,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009226,1334,712,913,644,860,1014,1024,820,539,847,778
ENSAMXG00000009227,29,12,28,42,22,26,27,40,0,22,14
ENSAMXG00000009228,6,10,7,7,0,21,12,36,26,19,28
ENSAMXG00000009229,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009230,305,198,51,175,97,185,119,179,73,74,174
ENSAMXG00000009231,158,160,94,202,51,194,215,125,104,117,145
ENSAMXG00000009232,33383,40059,27472,43165,21635,21073,22370,32097,29974,15654,42799
ENSAMXG00000009233,1010,520,413,474,267,515,703,400,274,484,404
ENSAMXG00000009234,88,49,41,99,31,26,93,65,44,96,81
ENSAMXG00000009235,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009236,7,0,0,19,0,0,0,0,0,0,0
ENSAMXG00000009237,24,14,0,56,4,30,15,15,0,25,18
ENSAMXG00000009238,821,349,487,1005,328,332,433,539,242,533,329
ENSAMXG00000009239,62,49,54,208,38,20,135,112,62,103,94
ENSAMXG00000009240,466,201,177,419,221,249,215,221,105,220,132
ENSAMXG00000009241,1390,429,328,615,605,470,588,623,333,281,435
ENSAMXG00000009242,4,22,3,24,0,19,7,0,4,7,14
ENSAMXG00000009243,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009244,385,208,150,346,264,224,362,188,239,365,220
ENSAMXG00000009245,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009246,70,0,25,26,30,35,36,35,29,16,12
ENSAMXG00000009247,662,265,253,472,279,450,473,496,231,564,437
ENSAMXG00000009248,0,14,0,14,7,0,0,24,0,20,7
ENSAMXG00000009249,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009250,232,100,83,135,72,148,130,94,50,93,114
ENSAMXG00000009251,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009252,1748,816,891,976,700,981,1390,739,526,1091,804
ENSAMXG00000009253,5,14,0,40,6,12,33,21,14,13,8
ENSAMXG00000009254,77,97,87,113,45,70,73,90,45,71,71
ENSAMXG00000009255,77,74,57,193,57,83,45,98,84,65,81
ENSAMXG00000009256,120,89,64,59,139,240,100,183,63,183,104
ENSAMXG00000009257,0,8,4,7,9,0,0,7,11,0,0
ENSAMXG00000009258,261,102,111,176,77,198,131,178,68,63,125
ENSAMXG00000009259,35,18,0,24,30,26,17,6,5,14,19
ENSAMXG00000009260,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009261,60,28,25,25,38,42,23,24,14,19,56
ENSAMXG00000009262,212,156,97,287,164,136,218,217,109,158,218
ENSAMXG00000009263,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009264,65,29,22,65,7,18,0,14,11,0,0
ENSAMXG00000009265,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009266,21,35,19,60,17,42,109,73,43,85,54
ENSAMXG00000009267,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009268,75,36,35,23,50,49,47,25,53,15,53
ENSAMXG00000009269,90,61,143,78,40,81,52,0,31,47,46
ENSAMXG00000009270,769,567,415,781,545,603,467,349,290,331,405
ENSAMXG00000009271,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009272,0,0,64,68,88,0,57,0,30,0,54
ENSAMXG00000009273,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009274,676,324,434,431,430,459,497,685,398,508,393
ENSAMXG00000009275,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009276,723,624,517,877,466,643,356,629,303,399,434
ENSAMXG00000009277,7,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009278,109,140,81,239,60,149,174,123,53,168,96
ENSAMXG00000009279,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009280,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009281,57,26,48,117,56,70,15,31,47,41,15
ENSAMXG00000009282,10,0,0,12,0,0,19,0,22,14,24
ENSAMXG00000009283,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009284,120,126,46,116,87,128,69,32,26,58,25
ENSAMXG00000009285,208,149,122,0,107,156,150,116,146,164,238
ENSAMXG00000009286,0,0,0,4,0,9,0,0,0,0,11
ENSAMXG00000009287,203,189,71,277,125,201,113,97,43,78,87
ENSAMXG00000009288,0,10,0,52,10,0,11,6,0,7,5
ENSAMXG00000009289,31,18,3,48,8,49,12,0,5,0,0
ENSAMXG00000009290,20,7,0,34,14,6,0,14,0,0,14
ENSAMXG00000009291,0,26,33,25,40,0,5,9,0,0,0
ENSAMXG00000009292,158,139,94,61,76,228,200,54,63,64,163
ENSAMXG00000009293,0,8,0,6,4,0,13,0,3,17,0
ENSAMXG00000009294,0,0,30,0,0,0,0,0,0,0,0
ENSAMXG00000009295,103468,70480,87183,74647,89197,98940,73208,91454,70162,73244,77987
ENSAMXG00000009296,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009297,1085,439,402,715,325,583,612,478,269,544,483
ENSAMXG00000009298,2345,1220,1312,2261,1622,1658,1524,1452,636,926,1341
ENSAMXG00000009299,67,60,67,72,30,49,17,36,16,0,24
ENSAMXG00000009300,25,14,12,11,0,0,0,0,0,0,0
ENSAMXG00000009301,24,14,22,164,20,23,11,22,16,35,4
ENSAMXG00000009302,120,87,91,69,146,123,67,47,22,29,43
ENSAMXG00000009303,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009304,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009305,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009306,1144,1031,617,1518,928,816,1109,870,513,595,736
ENSAMXG00000009307,773,474,402,377,546,508,529,517,414,511,565
ENSAMXG00000009308,0,27,22,44,24,39,19,17,10,0,13
ENSAMXG00000009309,0,0,0,0,7,0,0,15,5,0,9
ENSAMXG00000009310,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009311,357,214,157,284,235,298,215,271,141,259,154
ENSAMXG00000009312,28,47,34,80,52,24,21,36,20,26,20
ENSAMXG00000009313,84,43,63,122,66,104,27,23,47,58,27
ENSAMXG00000009314,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009315,238,237,149,420,166,317,307,171,237,204,208
ENSAMXG00000009316,86,45,61,97,73,68,79,72,23,45,69
ENSAMXG00000009317,0,0,13,14,0,0,0,0,0,0,0
ENSAMXG00000009318,10,14,7,45,7,6,0,14,7,14,0
ENSAMXG00000009319,28,7,14,15,7,17,0,0,0,0,0
ENSAMXG00000009320,40,50,46,92,24,28,24,24,13,21,21
ENSAMXG00000009321,0,7,10,0,0,0,0,0,0,0,0
ENSAMXG00000009322,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009323,90,40,43,54,60,72,29,60,79,50,43
ENSAMXG00000009324,169,135,215,106,109,201,101,48,91,72,55
ENSAMXG00000009325,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009326,139,90,96,209,94,173,247,143,99,127,91
ENSAMXG00000009327,433,121,163,192,200,171,237,109,101,156,131
ENSAMXG00000009328,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009329,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009330,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009331,0,21,0,0,0,0,0,0,0,0,0
ENSAMXG00000009332,112,72,93,127,85,133,149,93,83,78,118
ENSAMXG00000009333,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009334,0,7,0,0,0,0,0,0,0,0,0
ENSAMXG00000009335,795,565,682,583,600,767,538,738,584,543,522
ENSAMXG00000009336,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009337,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009338,65,43,45,62,35,64,20,7,12,7,30
ENSAMXG00000009339,21,41,41,64,21,35,47,50,24,10,23
ENSAMXG00000009340,0,2,3,0,0,0,8,0,0,0,5
ENSAMXG00000009341,0,0,13,14,4,0,0,0,0,0,0
ENSAMXG00000009342,16,17,17,94,21,18,29,17,0,0,31
ENSAMXG00000009343,88,68,90,247,62,102,169,132,66,112,137
ENSAMXG00000009344,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009345,46,16,11,0,0,4,35,34,19,35,39
ENSAMXG00000009346,61,47,20,65,23,21,19,32,18,9,23
ENSAMXG00000009347,23,11,4,7,9,16,0,11,9,4,13
ENSAMXG00000009348,0,12,0,0,0,0,0,0,0,0,0
ENSAMXG00000009349,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009350,1404,698,700,404,836,983,995,420,507,1133,1051
ENSAMXG00000009351,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009352,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009353,0,0,0,50,0,0,0,38,8,4,3
ENSAMXG00000009354,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009355,80,48,59,83,72,63,37,23,72,35,22
ENSAMXG00000009356,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009357,24,0,6,0,16,50,23,0,0,14,14
ENSAMXG00000009358,160,42,52,4,68,7,61,31,51,59,48
ENSAMXG00000009359,202,126,122,440,49,86,140,156,62,145,156
ENSAMXG00000009360,71,36,44,105,65,50,13,45,17,42,28
ENSAMXG00000009361,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009362,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009363,23,12,0,38,20,9,0,0,0,2,0
ENSAMXG00000009364,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009365,14,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009366,285,198,177,150,130,192,263,215,124,232,207
ENSAMXG00000009367,275,259,257,520,264,185,356,641,302,434,392
ENSAMXG00000009368,1708,1096,871,1138,922,1578,1716,1644,1279,2619,1431
ENSAMXG00000009369,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009370,1317,737,1396,2339,620,894,2300,1614,1629,2142,2511
ENSAMXG00000009371,0,0,0,0,0,0,0,17,0,0,12
ENSAMXG00000009372,110,62,84,78,49,41,51,78,46,80,58
ENSAMXG00000009373,286,274,140,568,226,272,210,83,57,129,88
ENSAMXG00000009374,0,10,0,12,7,22,0,0,0,0,0
ENSAMXG00000009375,0,0,7,0,0,0,0,0,0,4,0
ENSAMXG00000009376,298,240,201,202,221,455,357,228,290,562,313
ENSAMXG00000009377,0,0,0,8,0,0,0,0,0,0,10
ENSAMXG00000009378,310,241,222,238,177,306,256,281,196,362,291
ENSAMXG00000009379,0,7,14,37,10,0,37,19,18,26,24
ENSAMXG00000009380,208,92,100,113,68,94,59,74,35,58,107
ENSAMXG00000009381,289,149,91,195,166,125,66,109,40,63,65
ENSAMXG00000009382,656,568,360,582,323,324,860,430,386,494,492
ENSAMXG00000009383,0,0,0,11,0,9,0,0,0,0,0
ENSAMXG00000009384,586,164,395,282,264,387,304,243,186,179,259
ENSAMXG00000009385,608,334,264,481,263,446,648,380,238,411,421
ENSAMXG00000009386,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009387,191,99,88,321,95,118,161,166,75,91,154
ENSAMXG00000009388,783,474,368,596,370,544,470,268,245,292,293
ENSAMXG00000009389,323,199,223,319,129,154,210,180,140,260,166
ENSAMXG00000009390,2,0,0,0,0,11,9,37,16,0,8
ENSAMXG00000009391,280,251,238,211,259,317,301,324,180,213,226
ENSAMXG00000009392,79,46,27,82,31,34,27,29,26,21,17
ENSAMXG00000009393,123,133,83,146,87,100,95,57,38,48,60
ENSAMXG00000009394,22,12,24,21,11,0,10,28,18,39,59
ENSAMXG00000009395,0,7,4,17,0,0,7,0,0,0,0
ENSAMXG00000009396,20,38,21,53,13,32,64,32,27,51,42
ENSAMXG00000009397,5,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009398,116,58,45,62,59,89,44,40,23,50,26
ENSAMXG00000009399,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009400,27,19,17,27,7,21,18,0,4,9,13
ENSAMXG00000009401,73,64,51,68,53,67,41,54,21,18,14
ENSAMXG00000009402,62,62,41,126,25,44,68,72,67,50,57
ENSAMXG00000009403,0,0,0,0,0,0,0,13,6,20,0
ENSAMXG00000009404,83,60,35,17,35,65,78,38,50,36,33
ENSAMXG00000009405,11,36,24,43,16,38,25,38,20,18,24
ENSAMXG00000009406,433,303,226,648,278,304,558,318,290,366,376
ENSAMXG00000009407,253,328,235,318,115,150,207,282,142,137,153
ENSAMXG00000009408,0,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009409,427,192,153,209,174,211,245,137,89,180,154
ENSAMXG00000009410,14,31,16,26,17,30,53,17,27,71,36
ENSAMXG00000009411,17,0,0,0,0,0,0,0,0,0,0
ENSAMXG00000009412,7,0,0,17,0,0,10,0,0,0,0
ENSAMXG00000009413,65,91,92,114,75,81,119,102,109,90,115
ENSAMXG00000009414,0,0,0,0,0,0,0,0,0,19,4
ENSAMXG00000009415,132,52,71,194,84,47,49,102,74,63,56
ENSAMXG00000009416,37,59,32,79,39,19,49,37,17,25,12
ENSAMXG00000009417,203,181,133,253,84,206,43,54,15,27,34
ENSAMXG00000009418,253,223,236,445,145,360,270,409,241,265,272
ENSAMXG00000009419,73,63,64,54,17,50,37,36,14,14,35
ENSAMXG00000009420,625,360,310,292,315,267,340,433,271,334,310
ENSAMXG00000009421,10,0,13,7,0,7,0,0,0,0,0
ENSAMXG00000009422,25,4,23,11,4,11,56,21,16,21,0
ENSAMXG00000009423,77,103,70,115,217,104,104,168,71,141,88
ENSAMXG00000009424,59,30,54,56,31,48,22,17,10,12,4
ENSAMXG00000009425,281,120,197,216,172,160,139,241,188,175,166
ENSAMXG00000009426,21,0,4,17,0,4,9,17,7,14,10
ENSAMXG00000009427,151,160,95,360,91,148,179,103,120,88,135
ENSAMXG00000009428,10,32,12,14,26,14,20,10,0,33,32
ENSAMXG00000009429,26,23,30,65,5,17,16,17,34,83,14
ENSAMXG00000009430,348,182,139,522,167,179,479,559,289,467,460
ENSAMXG00000009431,1255,763,765,1065,969,986,517,729,411,610,511
ENSAMXG00000009432,23,47,41,54,58,57,19,33,28,38,18
ENSAMXG00000009433,0,0,0,0,0,0,0,5,0,0,0
ENSAMXG00000009434,99,63,38,65,41,64,54,33,14,35,24
ENSAMXG00000009435,123,124,61,94,69,134,69,91,69,82,42
ENSAMXG00000009436,2513,1833,919,998,774,1153,1529,644,456,1169,738
ENSAMXG00000009437,60,0,27,34,60,35,42,17,26,0,11
ENSAMXG00000009438,70,125,89,153,73,121,96,93,63,82,81
ENSAMXG00000009439,156,84,99,256,116,107,188,143,89,174,120
ENSAMXG00000009440,37,21,30,9,18,38,47,41,23,38,22
ENSAMXG00000009441,21,57,38,48,89,55,56,62,56,47,27
